MERCADO,TICKER,STOCK,#N/A,,,,,,var%_today,ln,VH(10),VH(20),VH(30),VH(40),VH(60),VH-YTD
NASDAQ,QQQ,NASDAQ:QQQ,21/11/2025 16:00:00,"587,47","596,98","580,74","590,07",103344155,"0,49%","0,0074847","0,2621195476","0,2479888931","0,233360907","0,2344707027","0,2024108252","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,24/11/2025 16:00:00,"595,28","606,68","595,16","605,16",60168149,"0,49%","0,0252517","0,2756740483","0,261458105","0,238582676","0,24645672","0,2092046138","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,25/11/2025 16:00:00,"603,51","610,26","597,32","608,89",57560867,"0,49%","0,0061447","0,2811174684","0,2604761578","0,2381376197","0,2469908917","0,2082368079","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,26/11/2025 16:00:00,"612,51","616,19","610,39","614,27",42393598,"0,49%","0,0087969","0,2887388137","0,2631519162","0,2388160473","0,2479600843","0,2084386947","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,28/11/2025 13:05:00,"616,11","619,32","615,42","619,25",23034394,"0,49%","0,0080745","0,2607377027","0,2587735646","0,2396378739","0,2487961431","0,2082355703","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,1/12/2025 16:00:00,"613,63","619,44","612,52","617,17",40957588,"0,49%","-0,0033646","0,2625680659","0,2578770456","0,239272039","0,2486562056","0,2085423894","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,2/12/2025 16:00:00,"619,46","623,75","617,59",622,54541834,"0,49%","0,0077956","0,255999058","0,2594848657","0,2368946473","0,2487395024","0,2089901171","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,3/12/2025 16:00:00,"619,62","624,22","618,03","623,52",47841627,"0,49%","0,0024407","0,2350512275","0,2440718202","0,2369634371","0,2481296201","0,2089735572","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,4/12/2025 16:00:00,"624,93","624,94","619,54","622,94",47067751,"0,49%","-0,0009306","0,2369520233","0,2425374489","0,2341080417","0,2459745668","0,2090287534","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,5/12/2025 16:00:00,"624,38","628,92","623,71","625,48",53614169,"0,49%","0,0040691","0,1475759657","0,2277544862","0,2328685371","0,2461547584","0,2088345835","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,8/12/2025 16:00:00,"627,21","628,84","621,69","624,28",43462406,"0,49%","-0,0019204","0,1559304309","0,2273684911","0,230308288","0,2197929175","0,2088055395","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,9/12/2025 16:00:00,"623,01","625,87",621,"625,05",37155999,"0,49%","0,0012327","0,08459136979","0,2074889033","0,2217777074","0,2112697775","0,2079614266","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,10/12/2025 16:00:00,"623,85","629,21","620,99","627,61",55031384,"0,49%","0,0040873","0,08261015799","0,2077360522","0,2205382101","0,2101351983","0,2080590458","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,11/12/2025 16:00:00,"623,82","625,78","617,72","625,58",58272844,"0,49%","-0,0032397","0,08050142513","0,2082875779","0,2200804328","0,2097613931","0,2081921121","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,12/12/2025 16:00:00,"622,08","623,54","611,36","613,62",75158726,"0,49%","-0,0193034","0,1412793176","0,2057864706","0,2237823929","0,2181265297","0,2130954782","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,15/12/2025 16:00:00,"618,37","618,42","609,32","610,54",49538197,"0,49%","-0,0050320","0,1428035875","0,2070901934","0,2233819018","0,2179576805","0,2129412519","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,16/12/2025 16:00:00,"608,26","613,51","606,91","611,75",55152819,"0,49%","0,0019799","0,1320627927","0,2034340671","0,2226851366","0,2147147564","0,2126940548","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,17/12/2025 16:00:00,"613,06","613,65","600,28","600,41",70654327,"0,49%","-0,0187109","0,1635000316","0,2129627936","0,2207942323","0,2220398238","0,2171496778","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,18/12/2025 16:00:00,"609,8","612,93","606,92","609,11",78875824,"0,49%","0,0143861","0,1970564362","0,2201567771","0,225840518","0,2245661019","0,2197980002","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,19/12/2025 16:00:00,"611,95","617,62","611,87","617,05",60369829,"0,49%","0,0129512","0,215080802","0,1956371242","0,2210314698","0,2265528647","0,2216431463","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,22/12/2025 16:00:00,"621,35","621,65","617,77","619,21",43703101,"0,49%","0,0034944","0,2169849414","0,1944661328","0,2209421164","0,2245169396","0,2215895702","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,23/12/2025 16:00:00,"618,2","622,41","617,78","622,11",41120445,"0,49%","0,0046725","0,2192846864","0,1657883544","0,2077532008","0,2183510346","0,2215953937","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,24/12/2025 13:05:00,"621,99","624,28","621,72","623,93",18468707,"0,49%","0,0029213","0,218412989","0,1645765739","0,207784988","0,2172126736","0,2216067489","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,26/12/2025 16:00:00,"624,66","625,52","623,14","623,89",28959778,"0,49%","-0,0000641","0,2176908621","0,1610553899","0,2077602005","0,216695878","0,2213683954","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,29/12/2025 16:00:00,"620,1","622,78","618,73","620,87",32458308,"0,49%","-0,0048524","0,1808384134","0,1592609979","0,1947850722","0,2121864211","0,2215837483","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,30/12/2025 16:00:00,"619,84","622,18","619,22","619,43",31226754,"0,49%","-0,0023220","0,1777816173","0,1588832909","0,1950649122","0,2117006254","0,2213878609","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,31/12/2025 16:00:00,"619,65","619,96","614,05","614,31",40746527,"0,49%","-0,0083000","0,1871309292","0,1589466949","0,1949035599","0,2124009936","0,2217053795","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,2/01/2026 16:00:00,"620,06","622,85","610,15","613,12",61859163,"0,49%","-0,0019390","0,1387914504","0,1584258228","0,1896046889","0,2034225131","0,2213492768","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,5/01/2026 16:00:00,"619,32","620,81","616,72","617,99",46828359,"0,49%","0,0079116","0,1197425016","0,162773374","0,1903799102","0,2039089903","0,2204265266","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,6/01/2026 16:00:00,"619,23","624,02","618,54","623,42",43137520,"0,49%","0,0087482","0,1051725527","0,1664270333","0,1694667173","0,1972778341","0,2214048842","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,7/01/2026 16:00:00,"623,04","627,94","622,56","624,02",44880339,"0,49%","0,0009620","0,103867841","0,1662984551","0,1683732481","0,1969595201","0,2025173883","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,8/01/2026 16:00:00,"623,03","623,42","617,8","620,47",50435941,"0,49%","-0,0057052","0,1069473526","0,1679270159","0,1475963077","0,1863780238","0,1967903966","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,9/01/2026 16:00:00,"621,41","627,89","619,06","626,65",49688734,"0,49%","0,0099109","0,1225837815","0,1726708695","0,1498693877","0,1886228988","0,1972968759","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,12/01/2026 16:00:00,"622,31","628,85","622,26","627,17",37388651,"0,49%","0,0008295","0,1225551017","0,1721129757","0,1471769983","0,1886065757","0,1966730386","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,13/01/2026 16:00:00,"627,27","629,47","623,7","626,24",44481380,"0,49%","-0,0014840","0,1181731413","0,1487113149","0,1449018684","0,1773069993","0,1964424081","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,14/01/2026 16:00:00,"622,24","623,45","614,56","619,55",72598700,"0,49%","-0,0107403","0,136839626","0,1550372976","0,1495077915","0,1806559447","0,1978889646","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,15/01/2026 16:00:00,"626,6",630,"620,75","621,78",53934892,"0,49%","0,0035929","0,1259461235","0,1554392342","0,1475003109","0,1787038907","0,1957259661","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,16/01/2026 16:00:00,"625,5","626,08","618,88","621,26",61058094,"0,49%","-0,0008367","0,1250013472","0,1287785323","0,1472572358","0,1742086423","0,195740889","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,20/01/2026 16:00:00,"610,53","615,05","607,05","608,06",81988898,"0,49%","-0,0214761","0,1772943562","0,1502827527","0,1650428803","0,1862356477","0,2015259607","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,21/01/2026 16:00:00,"609,47","620,42","607,86","616,28",79837881,"0,49%","0,0134278","0,1901789882","0,1510887758","0,1716194567","0,174458429","0,2031934629","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,22/01/2026 16:00:00,"622,35","622,46","617,78","620,76",42254757,"0,49%","0,0072431","0,1966851272","0,1536117632","0,173625564","0,1743794515","0,2022856242","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,23/01/2026 16:00:00,"619,73","625,4","618,65","622,72",43645825,"0,49%","0,0031524","0,1944895032","0,1528828522","0,1739521636","0,1579352196","0,1976087595","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,26/01/2026 16:00:00,"623,21","627,61","622,12","625,46",35983008,"0,49%","0,0043904","0,1861793879","0,153540497","0,1740477148","0,1574589501","0,1969734239","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,27/01/2026 16:00:00,"628,91","632,04","627,34","631,13",38997212,"0,49%","0,0090245","0,1944009834","0,158167733","0,1765155819","0,1575703068","0,1979556708","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,28/01/2026 16:00:00,"635,46","636,6","631,81","633,22",50691691,"0,49%","0,0033060","0,1944430745","0,1566203171","0,1619364472","0,1561269127","0,1943650899","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,29/01/2026 16:00:00,"632,65","633,67","618,27","629,43",79944047,"0,49%","-0,0060033","0,1845930267","0,1588865914","0,1624301007","0,1569486361","0,1946042464","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,30/01/2026 16:00:00,"625,71","628,26","619,3","621,87",65650714,"0,49%","-0,0120836","0,2012156855","0,1637961219","0,1686669475","0,1597534612","0,196483691","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,2/02/2026 16:00:00,"618,7","628,49","618,66","626,14",49020292,"0,49%","0,0068429","0,20520771","0,1654571182","0,1549377541","0,1609333719","0,190548268","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,3/02/2026 16:00:00,"628,3","629,98","610,96","616,52",81233969,"0,49%","-0,0154832","0,1805586894","0,1766285122","0,1584156431","0,1676725322","0,1937311691","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,4/02/2026 16:00:00,"615,02","615,1","600,47","605,75",81850748,"0,49%","-0,0176234","0,1935319798","0,1868295227","0,1637421583","0,1750731393","0,1930504295","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,5/02/2026 16:00:00,"600,21","604,81","594,76","597,03",89354492,"0,49%","-0,0145000","0,1972233147","0,1945322825","0,1699680598","0,1798836001","0,1961412234","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,6/02/2026 16:00:00,"600,19","611,41","598,77","609,65",78019338,"0,49%","0,0209177","0,2461209319","0,2172638823","0,1857631232","0,1917272963","0,1954775809","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,9/02/2026 16:00:00,"607,54","616,46","605,07","614,32",56797557,"0,49%","0,0076309","0,250340445","0,2152979893","0,1876275254","0,1928378045","0,196376099","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,10/02/2026 16:00:00,"615,3","617,02","611,01","611,47",53938859,"0,49%","-0,0046501","0,23977636","0,21567887","0,1881691723","0,193069853","0,1966789647","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,11/02/2026 16:00:00,"616,38","617,52","607,69","613,11",58575101,"0,49%","0,0026785","0,2391185884","0,2163306915","0,1878958667","0,1843295342","0,1900360187","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,12/02/2026 16:00:00,"614,71","615,81","599,57","600,64",81378903,"0,49%","-0,0205486","0,2611032131","0,2284794547","0,2005485867","0,1939840448","0,1967471294","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,13/02/2026 16:00:00,"600,43","606,48","596,42","601,92",69237547,"0,49%","0,0021288","0,2588726484","0,2279313112","0,1990819698","0,1940017249","0,1957052113","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,17/02/2026 16:00:00,"598,38","603,95","593,34","601,3",69013763,"0,49%","-0,0010306","0,2506498177","0,2279199635","0,1990348256","0,1855557087","0,1933193645","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,18/02/2026 16:00:00,"602,11","609,77","600,72","605,79",64250668,"0,49%","0,0074394","0,2464606835","0,2125117236","0,198785874","0,1816741006","0,1936305661","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,19/02/2026 16:00:00,"602,81","605,82","600,75","603,47",60960839,"0,49%","-0,0038371","0,2234648673","0,2038870211","0,1961144987","0,1773825803","0,1842577591","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,20/02/2026 16:00:00,"600,12","610,35","599,23","608,81",74127323,"0,49%","0,0088099","0,2075255026","0,2052168488","0,1990338002","0,1792356875","0,1845972595","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,23/02/2026 16:00:00,"606,61","608,01","599,05","601,41",63162819,"0,49%","-0,0122293","0,1794002014","0,2097485578","0,2023220065","0,1819890042","0,1765032514","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,24/02/2026 16:00:00,"602,4","608,99","599,73","607,87",54389752,"0,49%","0,0106841","0,1864174952","0,2149418793","0,2028660099","0,1849791746","0,1778473875","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,25/02/2026 16:00:00,"611,07","616,83",611,"616,68",52558188,"0,49%","0,0143892","0,205988885","0,2210867534","0,209811762","0,1904797079","0,1800848553","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,26/02/2026 16:00:00,"615,59","615,59","603,98","609,24",93807568,"0,49%","-0,0121380","0,2196471243","0,2249075291","0,2136566898","0,1933622813","0,181419024","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,27/02/2026 16:00:00,"602,98","608,32","602,19","607,29",67203083,"0,49%","-0,0032058","0,1766584279","0,2242508626","0,2108953422","0,1934597971","0,181402706","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,2/03/2026 16:00:00,"598,86","609,92","597,99","608,09",74678748,"0,49%","0,0013165","0,1765348974","0,2196953939","0,2104657441","0,1920041767","0,1803214253","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,3/03/2026 16:00:00,"596,33","603,96","591,87","601,58",95546863,"0,49%","-0,0107634","0,1903701348","0,2203098187","0,2133503046","0,1945621027","0,1819782997","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,4/03/2026 16:00:00,"604,16","612,88","603,43","610,75",69826160,"0,49%","0,0151282","0,20738631","0,2231157903","0,207413495","0,1986516948","0,1860607936","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,5/03/2026 16:00:00,"607,4","612,76","602,26","608,91",88215465,"0,49%","-0,0030172","0,2066984205","0,2098761008","0,2020222929","0,1968100124","0,1858452222","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,6/03/2026 16:00:00,"600,31",606,"598,33","599,75",85642847,"0,49%","-0,0151576","0,2197935127","0,2107813572","0,2064164454","0,2015870213","0,1893294029","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,9/03/2026 16:00:00,"594,23","609,27","591,33","607,76",91533927,"0,49%","0,0132672","0,2232635786","0,1985326751","0,2120079351","0,2055432265","0,1923790375","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,10/03/2026 16:00:00,"607,78","613,29","605,42","607,77",63487901,"0,49%","0,0000165","0,2136924571","0,1954365984","0,2112048519","0,2030024318","0,1920444932","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,11/03/2026 16:00:00,"608,95","612,43","605,03","607,69","6,01148E+17","0,49%","-0,0001316","0,1907712205","0,1945606349","0,2081515659","0,2029525456","0,1919266912","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,12/03/2026 16:00:00,"602,76","604,14","597,05","597,26","7,18366E+16","0,49%","-0,0173124","0,2045699845","0,2070066548","0,2147759049","0,2090020301","0,1907782757","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,13/03/2026 16:00:00,"599,73","603,6","592,57","593,72","6,31455E+17","0,49%","-0,0059447","0,2058972408","0,1896023238","0,2147620872","0,2074462473","0,1909270939","0,2679211459"
NASDAQ,QQQ,NASDAQ:QQQ,16/03/2026 16:00:00,"600,04","603,86","599,11","600,38","4,90772E+17","0,49%","0,0111550","0,2208634798","0,1958955991","0,2162486007","0,210273659","0,1929841414","0,2679211459"
,,,,,,,,,,,,,,,,
MERCADO,TICKER,STOCK,Date,Open,High,Low,Close,Volume,var%_today,ln,VH(10),VH(20),VH(30),VH(40),VH(60),VH-YTD
NASDAQ,TSLA,NASDAQ:TSLA,17/03/2025 16:00:00,"245,06","245,4","232,8","238,01",111900565,"0,94%","0,0000000",,,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,18/03/2025 16:00:00,"228,16","230,1","222,28","225,31",111477636,"0,94%","-0,0548355",,,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,19/03/2025 16:00:00,"231,61","241,41","229,2","235,86",111993753,"0,94%","0,0457612",,,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,20/03/2025 16:00:00,"233,35",238,"230,05","236,26",99028270,"0,94%","0,0016945",,,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,21/03/2025 16:00:00,"234,99","249,52","234,55","248,71",132728684,"0,94%","0,0513547",,,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,24/03/2025 16:00:00,"258,08","278,64","256,33","278,39",169079865,"0,94%","0,1127354",,,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,25/03/2025 16:00:00,"283,6","288,2","271,28","288,14",150361538,"0,94%","0,0344235",,,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,26/03/2025 16:00:00,"282,66","284,9","266,51","272,06",156254441,"0,94%","-0,0574238",,,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,27/03/2025 16:00:00,"272,48","291,85","271,82","273,13",162572146,"0,94%","0,0039252",,,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,28/03/2025 16:00:00,"275,58","276,1","260,57","263,55",123809389,"0,94%","-0,0357048","1,010623125",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,31/03/2025 16:00:00,"249,31","260,56","243,36","259,16",134008936,"0,94%","-0,0167975","1,022519138",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,1/04/2025 16:00:00,"263,8","277,45","259,25","268,46",146486911,"0,94%","0,0352563","0,9374866237",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,2/04/2025 16:00:00,"254,6","284,99","251,27","282,76",212787817,"0,94%","0,0518966","0,9456786185",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,3/04/2025 16:00:00,"265,29","276,3","261,51","267,28",136174291,"0,94%","-0,0563017","1,046145757",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,4/04/2025 16:00:00,"255,38",261,236,"239,43",181229353,"0,94%","-0,1100357","1,238692946",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,7/04/2025 16:00:00,"223,78",252,"214,25","233,29",183453776,"0,94%","-0,0259788","0,9620181698",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,8/04/2025 16:00:00,245,"250,44","217,8","221,86",171603472,"0,94%","-0,0502358","0,9106797721",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,9/04/2025 16:00:00,"224,69","274,69","223,88","272,2",219433373,"0,94%","0,2044905","1,633587166",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,10/04/2025 16:00:00,260,"262,49","239,33","252,4",181722604,"0,94%","-0,0755220","1,69529552",,,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,11/04/2025 16:00:00,"251,84","257,74","241,36","252,31",128948085,"0,94%","-0,0003566","1,685198574","1,359909379",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,14/04/2025 16:00:00,"258,36","261,8","245,93","252,35",100135241,"0,94%","0,0001585","1,683235153","1,359903015",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,15/04/2025 16:00:00,"249,91","258,75","247,54","254,11",79594318,"0,94%","0,0069502","1,665972876","1,334874025",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,16/04/2025 16:00:00,"247,61","251,97","233,89","241,55",112378737,"0,94%","-0,0506908","1,637698574","1,343270385",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,17/04/2025 16:00:00,"243,47","244,34","237,68","241,37",83404775,"0,94%","-0,0007455","1,616164739","1,34329329",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,21/04/2025 16:00:00,"230,26","232,21","222,79","227,5",97768007,"0,94%","-0,0591808","1,514780292","1,346797378",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,22/04/2025 16:00:00,"230,96","242,79","229,85","237,97",120858452,"0,94%","0,0449944","1,535671653","1,261980689",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,23/04/2025 16:00:00,"254,86","259,45","244,43","250,74",150381903,"0,94%","0,0522719","1,519086135","1,275693642",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,24/04/2025 16:00:00,"250,5","259,54","249,2","259,51",94464195,"0,94%","0,0343787","0,8432996825","1,266166005",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,25/04/2025 16:00:00,"261,69","286,85","259,63","284,95",167560688,"0,94%","0,0935185","0,8854959329","1,330905099",,,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,28/04/2025 16:00:00,"288,98","294,86","272,42","285,88",151731771,"0,94%","0,0032584","0,8836960706","1,319997303","1,209004036",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,29/04/2025 16:00:00,"285,5","293,32","279,47","292,03",108906553,"0,94%","0,0212844","0,8809517181","1,318458417","1,209929618",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,30/04/2025 16:00:00,"279,9","284,45","270,78","282,16",128961057,"0,94%","-0,0343823","0,9295648786","1,322300993","1,198864734",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,1/05/2025 16:00:00,"280,01","290,87","279,81","280,52",99658974,"0,94%","-0,0058293","0,8455748745","1,303730279","1,191625318",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,2/05/2025 16:00:00,"284,9","294,78","279,81","287,21",114454683,"0,94%","0,0235686","0,8400044901","1,282412391","1,193123076",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,5/05/2025 16:00:00,"284,57","284,85","274,4","280,26",94618882,"0,94%","-0,0244959","0,7308246096","1,185185419","1,186556466",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,6/05/2025 16:00:00,"273,11","277,73","271,35","275,35",76715792,"0,94%","-0,0176747","0,7448220495","1,181153068","1,121525766",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,7/05/2025 16:00:00,"276,88","277,92",271,"276,22",71882408,"0,94%","0,0031546","0,7019206317","1,151995689","1,114599782",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,8/05/2025 16:00:00,"279,63","289,8","279,41","284,82",97539448,"0,94%","0,0306598","0,6969551797","0,7655039007","1,1011487",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,9/05/2025 16:00:00,"290,21","307,04",290,"298,26",132387835,"0,94%","0,0461082","0,4939133844","0,7017615287","1,112080719",,,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,12/05/2025 16:00:00,"321,99","322,21","311,5","318,38",112826661,"0,94%","0,0652800","0,6146384807","0,7410418407","1,123644785","1,084251715",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,13/05/2025 16:00:00,320,"337,59","316,8","334,07",136992574,"0,94%","0,0481049","0,6533877901","0,7549610135","1,129642362","1,090948533",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,14/05/2025 16:00:00,"342,5",350,337,"347,68",136997264,"0,94%","0,0399320","0,5832455216","0,7621359223","1,131154856","1,07694663",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,15/05/2025 16:00:00,"340,34","346,14","334,72","342,82",97882596,"0,94%","-0,0140770","0,6004388587","0,7155110992","1,122762576","1,073955045",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,16/05/2025 16:00:00,"346,24","351,62","342,33","349,98",95895665,"0,94%","0,0206705","0,6000064053","0,71085038","1,100523235","1,074218954",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,19/05/2025 16:00:00,"336,3",343,"333,37","342,09",88869853,"0,94%","-0,0228021","0,5950054919","0,6486737001","1,020969532","1,070737633",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,20/05/2025 16:00:00,"347,87","354,99","341,63","343,82",131715548,"0,94%","0,0050444","0,5509664049","0,6419877819","1,012182148","1,020354244",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,21/05/2025 16:00:00,"344,43","347,35","332,2","334,62",102354844,"0,94%","-0,0271227","0,6195278796","0,6510449427","0,9971273623","1,020838303",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,22/05/2025 16:00:00,"344,43","347,35","332,2","334,62",5462213,"0,94%","0,0000000","0,6241607456","0,6473624687","0,7217492584","1,00322456",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,23/05/2025 16:00:00,"337,92","343,18","333,21","339,34",84654818,"0,94%","0,0140070","0,5908393594","0,536277022","0,6578242307","1,003569273",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,27/05/2025 16:00:00,"347,35","363,79","347,32","362,89",120146414,"0,94%","0,0670972","0,5974374443","0,5903707192","0,6860999118","1,012146365",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,28/05/2025 16:00:00,"364,84",365,"355,91","356,9",91404309,"0,94%","-0,0166441","0,5709971493","0,6009613456","0,6922608757","1,012111314",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,29/05/2025 16:00:00,"365,29","367,71",356,"358,43",88545666,"0,94%","0,0042778","0,5254267782","0,567858158","0,6925473023","1,008623693",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,30/05/2025 16:00:00,"355,52","363,68","345,29","346,46",123474938,"0,94%","-0,0339660","0,5640331625","0,5967789767","0,6759120199","1,006380225",,"0,6809633204"
