MERCADO,TICKER,STOCK,#N/A,,,,,,var%_today,ln,VH(10),VH(20),VH(30),VH(40),VH(60),VH-YTD
NASDAQ,TSLA,NASDAQ:TSLA,2/06/2025 16:00:00,"343,5","348,02","333,33","342,69",81873829,"0,94%","-0,0109411","0,5516480192","0,6005215967","0,6792634444","0,9896770748",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,3/06/2025 16:00:00,"346,6","355,4","343,04","344,27",99324544,"0,94%","0,0046000","0,5345284325","0,5820829317","0,6301741379","0,9219191313",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,4/06/2025 16:00:00,"345,1","345,6","327,33","332,05",98912075,"0,94%","-0,0361407","0,5769776538","0,6040536615","0,6430550784","0,9260375395",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,5/06/2025 16:00:00,"322,49","324,55","273,21","284,7",292818655,"0,94%","-0,1538496","1,077993915","0,9231437574","0,8466607368","1,034434493",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,6/06/2025 16:00:00,"298,83","305,5","291,14","295,14",164747685,"0,94%","0,0360138","1,120983823","0,9266679715","0,8474123537","0,8389607245",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,9/06/2025 16:00:00,"285,96","309,83","281,85","308,58",140908876,"0,94%","0,0445313","1,164635465","0,9252422644","0,7982936695","0,8130909925",,"0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,10/06/2025 16:00:00,"314,94","327,83","310,67","326,09",151256520,"0,94%","0,0551923","1,134717089","0,9128462166","0,8190701536","0,8268488871","1,023955999","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,11/06/2025 16:00:00,"334,4","335,5","322,5","326,43",122611360,"0,94%","0,0010421","1,135985241","0,8881948925","0,8168543575","0,8267906419","1,023926184","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,12/06/2025 16:00:00,"323,08","332,56","316,86","319,11",105127536,"0,94%","-0,0226797","1,134954112","0,8726917554","0,810984208","0,8314494016","1,015284881","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,13/06/2025 16:00:00,"313,97","332,99","313,3","325,31",128964279,"0,94%","0,0192427","1,13798772","0,8771086505","0,8118346654","0,8137119284","1,010925334","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,16/06/2025 16:00:00,"331,29","332,05","326,41","329,13",83925858,"0,94%","0,0116742","1,142439761","0,8733532456","0,8094557116","0,8134071213","1,011001194","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,17/06/2025 16:00:00,"326,09","327,26","314,74","316,35",88282669,"0,94%","-0,0396036","1,15996542","0,8835352931","0,8179476007","0,8003754794","1,01038421","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,18/06/2025 16:00:00,"317,31","329,32","315,45","322,05",95137686,"0,94%","0,0178576","1,153559478","0,8877160048","0,8154623879","0,7928761984","0,9736541185","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,20/06/2025 16:00:00,"327,95","332,36","317,78","322,16",108688008,"0,94%","0,0003415","0,5590975679","0,8812698251","0,8156111791","0,7808989956","0,9703486046","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,23/06/2025 16:00:00,"327,54","357,54","327,48","348,68",190716815,"0,94%","0,0791063","0,6804715106","0,9468939534","0,8514185298","0,807214152","0,9771520376","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,24/06/2025 16:00:00,"356,17","356,26","340,44","340,47",114736245,"0,94%","-0,0238276","0,6921883519","0,9515054161","0,8456481044","0,7668470054","0,9795834903","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,25/06/2025 16:00:00,"342,7",343,"320,4","327,55",119845050,"0,94%","-0,0386863","0,674852239","0,9151799263","0,8290558297","0,7778459225","0,9803522547","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,26/06/2025 16:00:00,"324,61","331,05","323,61","325,78",80440907,"0,94%","-0,0054184","0,6757492145","0,9137204032","0,8115731158","0,776281273","0,979287065","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,27/06/2025 16:00:00,"324,51","329,34","317,5","323,63",89067049,"0,94%","-0,0066214","0,6608846127","0,9128807994","0,7982746781","0,7683477626","0,9764115165","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,30/06/2025 16:00:00,"319,9","325,58","316,6","317,66",76695081,"0,94%","-0,0186193","0,6590271737","0,9058879863","0,7992683195","0,7707575754","0,9700863735","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,1/07/2025 16:00:00,"298,46","305,89","293,21","300,71",145085665,"0,94%","-0,0548353","0,7210818016","0,9310902215","0,8149089989","0,7874856168","0,9695483201","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,2/07/2025 16:00:00,"312,63","316,83","303,82","315,65",119483730,"0,94%","0,0484877","0,7646909319","0,9596119384","0,833107085","0,7960566472","0,9344626972","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,3/07/2025 13:05:00,"317,99","318,45","312,76","315,35",58042302,"0,94%","-0,0009509","0,7550386159","0,9489249109","0,8326696778","0,7935961655","0,9314289741","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,7/07/2025 16:00:00,"291,37","296,15","288,77","293,94",131177949,"0,94%","-0,0703075","0,8592208841","0,7364030514","0,8616152359","0,82423577","0,9400713064","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,8/07/2025 16:00:00,297,"304,05","294,35","297,81",103246742,"0,94%","0,0130800","0,6516405281","0,7221925863","0,8636463289","0,8201264366","0,7958798963","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,9/07/2025 16:00:00,"297,55","300,15","293,55","295,88",75586771,"0,94%","-0,0065017","0,6513589691","0,6947376189","0,8612582278","0,808428418","0,7724186421","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,10/07/2025 16:00:00,"300,05","310,48",300,"309,87",104365271,"0,94%","0,0461989","0,7194146887","0,6814245598","0,8422463877","0,7959220216","0,779797643","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,11/07/2025 16:00:00,"307,89","314,09","305,65","313,51",79236442,"0,94%","0,0116784","0,7269162808","0,6840120095","0,8432235044","0,7825206535","0,7800167292","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,14/07/2025 16:00:00,"317,73","322,6","312,67","316,9",78043430,"0,94%","0,0107550","0,7317831958","0,679509659","0,844356743","0,7729367596","0,7801737513","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,15/07/2025 16:00:00,"319,68","321,2","310,5","310,78",77556346,"0,94%","-0,0195010","0,7326092814","0,67820834","0,8394111133","0,7738821608","0,7704588051","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,16/07/2025 16:00:00,"312,8","323,5","312,62","321,67",97284786,"0,94%","0,0344409","0,6681374159","0,6940000302","0,8492986955","0,7788350909","0,7739414213","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,17/07/2025 16:00:00,"323,15","324,34","317,06","319,41",73922870,"0,94%","-0,0070506","0,6090313015","0,6729607862","0,8491124034","0,7763677884","0,7577982149","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,18/07/2025 16:00:00,"321,66","330,9","321,42","329,65",94254993,"0,94%","0,0315559","0,6354990737","0,6822359863","0,8481864283","0,7826332677","0,7541987535","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,21/07/2025 16:00:00,"334,4",338,"326,88","328,49",75768797,"0,94%","-0,0035251","0,402220504","0,6825256839","0,642728142","0,7785118731","0,7452635688","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,22/07/2025 16:00:00,"329,74","335,41","321,55","332,11",77370371,"0,94%","0,0109598","0,4020039161","0,588234506","0,6332703725","0,779276356","0,7416852232","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,23/07/2025 16:00:00,"330,9","336,2","328,67","332,56",92553756,"0,94%","0,0013541","0,3908590241","0,5804260833","0,6161079629","0,7780556322","0,7069765435","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,24/07/2025 16:00:00,310,"310,15","300,41","305,3",156966023,"0,94%","-0,0855254","0,6460289111","0,6666619335","0,6586661161","0,7904439913","0,7396063035","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,25/07/2025 16:00:00,"308,74","323,63","308,01","316,06",148227027,"0,94%","0,0346372","0,6790487468","0,6861439763","0,6710521736","0,7981032465","0,7425884428","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,28/07/2025 16:00:00,"318,45","330,49","315,69","325,59",112673755,"0,94%","0,0297069","0,6996458996","0,6983915816","0,674694068","0,8039599321","0,7403480948","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,29/07/2025 16:00:00,"325,55","326,25","318,25","321,2",87358861,"0,94%","-0,0135749","0,6929013829","0,6960948938","0,6730324986","0,7988106946","0,7411259018","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,30/07/2025 16:00:00,"322,18","324,45","311,62","319,04",83931942,"0,94%","-0,0067475","0,6618082782","0,6514702656","0,6719311891","0,798466485","0,7395029702","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,31/07/2025 16:00:00,"319,61","321,37","306,1","308,27",85270919,"0,94%","-0,0343405","0,6920711208","0,6361825096","0,6683704973","0,8041949875","0,7420588354","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,1/08/2025 16:00:00,"306,21","309,31","297,82","302,63",89121446,"0,94%","-0,0184651","0,6541065849","0,6404453106","0,6675737899","0,7990850164","0,7421883062","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,4/08/2025 16:00:00,"309,08","312,12",303,"309,26",78683905,"0,94%","0,0216714","0,6791918983","0,5686659019","0,6726713048","0,6494768122","0,7438355371","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,5/08/2025 16:00:00,"308,95","312,45","305,5","308,72",57961278,"0,94%","-0,0017476","0,6705829155","0,5669117544","0,6068343805","0,6409670019","0,7403658529","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,6/08/2025 16:00:00,"307,89","320,47","306,93","319,91",78523579,"0,94%","0,0356050","0,7187151183","0,5833669786","0,6177749817","0,6358563335","0,7368821034","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,7/08/2025 16:00:00,"319,79","322,4","316,16","322,27",66658672,"0,94%","0,0073500","0,4651093075","0,5520244803","0,6041571551","0,6136622849","0,7193449164","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,8/08/2025 16:00:00,"321,43","335,15","320,98","329,65",91200319,"0,94%","0,0226418","0,4394784177","0,5576893867","0,6092133956","0,617558954","0,711554333","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,11/08/2025 16:00:00,335,"346,64","334,15","339,03",105320174,"0,94%","0,0280571","0,435693497","0,5674167867","0,6161565228","0,618948431","0,708002633","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,12/08/2025 16:00:00,345,"345,26","332,94","340,84",80690111,"0,94%","0,0053246","0,4193515183","0,5580229798","0,6119377788","0,6166409766","0,7073041715","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,13/08/2025 16:00:00,"341,5","348,98","338,2","339,38",67838892,"0,94%","-0,0042927","0,4165938857","0,5425730986","0,5768843238","0,6159803842","0,7054472683","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,14/08/2025 16:00:00,"335,76","340,47","330,4","335,58",75000662,"0,94%","-0,0112600","0,3422513708","0,5443185022","0,5562082428","0,6044374882","0,7037635398","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,15/08/2025 16:00:00,"337,66","339,3","327,02","330,56",74319792,"0,94%","-0,0150722","0,3318712615","0,5327781795","0,5593364424","0,6042696867","0,7045634465","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,18/08/2025 16:00:00,"329,62","336,27","329,59","335,16",56956552,"0,94%","0,0138198","0,3228144388","0,535632364","0,4967406822","0,6055751073","0,7022815749","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,19/08/2025 16:00:00,"335,79","340,55","327,85","329,31",75956002,"0,94%","-0,0176085","0,3549455342","0,5393237898","0,5014823598","0,5573672538","0,7036273543","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,20/08/2025 16:00:00,"329,22","331,37","314,6","323,9",77481768,"0,94%","-0,0165647","0,3193500572","0,543604869","0,505185623","0,5550626845","0,7038309365","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,21/08/2025 16:00:00,"322,08","324,9","318,68","320,11",55744445,"0,94%","-0,0117701","0,3253484832","0,3951756707","0,4827879167","0,5439146268","0,6833628389","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,22/08/2025 16:00:00,"321,66","340,25","319,69","340,01",94016347,"0,94%","0,0603103","0,478409099","0,4472383203","0,5242413192","0,5738518575","0,6993947932","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,25/08/2025 16:00:00,"338,9","349,53","335,03","346,6",86670037,"0,94%","0,0191963","0,4623852278","0,4376261809","0,5266939271","0,5759096609","0,7010319333","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,26/08/2025 16:00:00,"344,93","351,9","343,72","351,67",76651550,"0,94%","0,0145219","0,46820124","0,433467754","0,5217578192","0,5736555263","0,6969263459","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,27/08/2025 16:00:00,"351,94","355,39","349,16","349,6",65519012,"0,94%","-0,0059036","0,4693364419","0,4330607185","0,5111183399","0,5462381504","0,696536614","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,28/08/2025 16:00:00,"350,91","353,55","340,26","345,98",67903224,"0,94%","-0,0104087","0,4683168788","0,4027567302","0,512064208","0,5298365983","0,6969513278","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,29/08/2025 16:00:00,"347,23","348,75","331,7","333,87",81145660,"0,94%","-0,0356293","0,5147483694","0,4284530174","0,5179430679","0,5420392345","0,6967880183","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,2/09/2025 16:00:00,"328,23","333,33","325,6","329,36",58391952,"0,94%","-0,0136003","0,5137007837","0,4284446337","0,5200977062","0,4969991571","0,5814125207","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,3/09/2025 16:00:00,"335,2","343,33","328,51","334,09",88733288,"0,94%","0,0142590","0,5098561675","0,4303831363","0,5210920588","0,4972391099","0,5760898067","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,4/09/2025 16:00:00,"336,15","338,89","331,48","338,53",60711033,"0,94%","0,0132023","0,4988197864","0,4088292579","0,5230579806","0,4973244442","0,5669122238","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,5/09/2025 16:00:00,348,"355,87","344,68","350,84",108989785,"0,94%","0,0357176","0,518439319","0,4321519994","0,4354379413","0,4898273309","0,5574671491","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,8/09/2025 16:00:00,"354,64","358,44","344,84","346,4",75208290,"0,94%","-0,0127361","0,4006428838","0,4296437866","0,4255969984","0,4913773729","0,5585290328","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,9/09/2025 16:00:00,"348,44","350,77","343,82","346,97",53815991,"0,94%","0,0016441","0,3835113693","0,413966056","0,4145931726","0,4907141495","0,55536516","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,10/09/2025 16:00:00,"350,55","356,33","346,07","347,79",72121679,"0,94%","0,0023605","0,3718330993","0,4135863625","0,4107083186","0,4860598838","0,5535668148","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,11/09/2025 16:00:00,"350,17","368,99","347,6","368,81",103756010,"0,94%","0,0586828","0,5151706852","0,4802113061","0,4530875381","0,5059329529","0,5709829464","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,12/09/2025 16:00:00,"370,94","396,69","370,24","395,94",168156391,"0,94%","0,0709811","0,6349489116","0,5525582883","0,4862038938","0,5442775869","0,5862004629","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,15/09/2025 16:00:00,"423,13","425,7","402,43","410,04",163823667,"0,94%","0,0349920","0,5512221663","0,553320473","0,484859213","0,5459212746","0,5902625633","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,16/09/2025 16:00:00,"414,5","423,25","411,43","421,62",104285721,"0,94%","0,0278497","0,5017373265","0,5580304926","0,4871844006","0,5493071963","0,5930929034","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,17/09/2025 16:00:00,"415,75","428,31","409,67","425,86",106133532,"0,94%","0,0100062","0,5059649218","0,542639845","0,485237923","0,5492380583","0,5630334431","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,18/09/2025 16:00:00,"428,87","432,22","416,56","416,85",90454509,"0,94%","-0,0213842","0,5750753092","0,5480233926","0,4891575307","0,5553824703","0,5623360933","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,19/09/2025 16:00:00,"421,82","429,47","421,72","426,07",93131034,"0,94%","0,0218772","0,5665417862","0,5380218552","0,4912271633","0,4800199489","0,5540920508","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,22/09/2025 16:00:00,"431,11","444,98","429,13","434,21",97108777,"0,94%","0,0189246","0,5243666244","0,4975546234","0,4901270425","0,4742738219","0,554680854","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,23/09/2025 16:00:00,"439,88","440,97","423,72","425,85",83422691,"0,94%","-0,0194411","0,5718533797","0,5142569638","0,4950828653","0,4763956545","0,5572076856","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,24/09/2025 16:00:00,"429,83","444,21","429,03","442,79",93133570,"0,94%","0,0390084","0,5675937991","0,5285628472","0,5069339976","0,4818888417","0,5604864314","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,25/09/2025 16:00:00,"435,24","435,35","419,08","423,39",96746426,"0,94%","-0,0448019","0,6505240875","0,5770895029","0,5387202609","0,5059190722","0,5543130153","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,26/09/2025 16:00:00,"428,3","440,47","421,02","440,4",101628160,"0,94%","0,0393897","0,5595450829","0,583142142","0,5455967705","0,4984005174","0,5504091164","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,29/09/2025 16:00:00,"444,35","450,98","439,5","443,21",79491510,"0,94%","0,0063603","0,5352227205","0,5434033401","0,5387436325","0,4912255878","0,5501701775","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,30/09/2025 16:00:00,"441,52",445,"433,12","444,72",74357960,"0,94%","0,0034012","0,5181497294","0,531437578","0,538984798","0,4901012411","0,5161828681","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,1/10/2025 16:00:00,"443,8","462,29","440,75","459,46",98122285,"0,94%","0,0326070","0,5437721177","0,5366908291","0,5357320552","0,4939688612","0,5198626698","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,2/10/2025 16:00:00,"470,54","470,75","435,57",436,137008950,"0,94%","-0,0524096","0,6354104089","0,6111328803","0,5723677266","0,5219306198","0,5393291353","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,3/10/2025 16:00:00,"443,29","446,77","416,58","429,83",133188180,"0,94%","-0,0142525","0,6328055662","0,6121838825","0,5736151129","0,5261441114","0,5323389397","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,6/10/2025 16:00:00,"440,75","453,55","436,69","453,25",85324878,"0,94%","0,0530541","0,7020791418","0,6292090884","0,5660858728","0,5422708949","0,5449638577","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,7/10/2025 16:00:00,"447,82","452,68","432,45","433,09",102296082,"0,94%","-0,0454983","0,7535631279","0,6766335261","0,5964217097","0,5619236552","0,5594874979","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,8/10/2025 16:00:00,"437,57","441,33","425,23","438,69",71192128,"0,94%","0,0128475","0,7166877282","0,6755180122","0,5961995275","0,5622832072","0,556330103","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,9/10/2025 16:00:00,"431,81","436,35","426,18","435,54",69339928,"0,94%","-0,0072064","0,656847408","0,645281257","0,5965817815","0,5628659584","0,5525105027","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,10/10/2025 16:00:00,"436,54","443,13","411,45","413,49",112107870,"0,94%","-0,0519533","0,6819929834","0,6294522496","0,6288530044","0,5875846286","0,5694354698","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,13/10/2025 16:00:00,"423,53","436,89","419,7","435,9",79552785,"0,94%","0,0527795","0,7690571897","0,6514724827","0,6309020684","0,6012443289","0,5780601793","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,14/10/2025 16:00:00,"426,79","434,2","417,86","429,24",72669438,"0,94%","-0,0153967","0,7724150471","0,6460302454","0,6317385472","0,6045726949","0,5798384737","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,15/10/2025 16:00:00,"434,9","440,51","426,33","435,15",71558185,"0,94%","0,0136746","0,7444428165","0,6472130613","0,6316786044","0,6004212203","0,5800653971","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,16/10/2025 16:00:00,"434,73","439,35","421,31","428,75",77189889,"0,94%","-0,0148168","0,6801074407","0,6434312821","0,6367661717","0,599802975","0,5819766537","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,17/10/2025 16:00:00,"425,5","441,46","423,6","439,31",89331578,"0,94%","0,0243313","0,6910337135","0,6450145865","0,63171862","0,5991369695","0,5386170076","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,20/10/2025 16:00:00,"443,87","449,8","440,61","447,43",63718971,"0,94%","0,0183148","0,6150047412","0,6447038324","0,6284784769","0,5778153632","0,5347511093","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,21/10/2025 16:00:00,"445,76","449,3","442,05","442,6",54412169,"0,94%","-0,0108537","0,5457275062","0,6403746677","0,6317057365","0,5789418443","0,5328842928","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,22/10/2025 16:00:00,"443,45","445,54",429,"438,97",84023458,"0,94%","-0,0082354","0,5438628448","0,619280408","0,6339974629","0,5799286496","0,5318873956","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,23/10/2025 16:00:00,420,"449,4","413,9","448,98",126709833,"0,94%","0,0225473","0,5572737146","0,5928567318","0,6095247678","0,5810399797","0,5327214111","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,24/10/2025 16:00:00,"446,83","451,68","430,17","433,72",94727774,"0,94%","-0,0345792","0,4940390321","0,589683857","0,5795722265","0,5920112278","0,532832708","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,27/10/2025 16:00:00,"439,98","460,16","438,69","452,42",105867547,"0,94%","0,0422118","0,4549774901","0,6172503398","0,5851029454","0,5878964009","0,5368174117","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,28/10/2025 16:00:00,"454,78",467,"451,6","460,55",80185667,"0,94%","0,0178105","0,4424522428","0,6213701228","0,5808289425","0,584946736","0,5362354882","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,29/10/2025 16:00:00,"462,5","465,7","452,65","461,51",67983544,"0,94%","0,0020823","0,4409434505","0,6057352475","0,5802736488","0,5849582061","0,5359481242","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,30/10/2025 16:00:00,"451,05","455,06","439,61","440,1",72447938,"0,94%","-0,0475017","0,5369331986","0,5978545889","0,6006973976","0,6082584057","0,5472982612","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,31/10/2025 16:00:00,"446,75",458,"443,69","456,56",83135787,"0,94%","0,0367182","0,5618882495","0,6132014045","0,6091093307","0,6087146455","0,5527397843","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,3/11/2025 16:00:00,"455,99","474,07","453,8","468,37",84595244,"0,94%","0,0255385","0,5710493525","0,5804606472","0,6118116524","0,6083249524","0,5533314813","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,4/11/2025 16:00:00,"454,46","460,22","443,6","444,26",87756644,"0,94%","-0,0528486","0,6655959031","0,5926490869","0,6374668791","0,6349574307","0,5690072651","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,5/11/2025 16:00:00,"452,05","466,33","440,71","462,07",85573015,"0,94%","0,0393064","0,7016519602","0,6130052933","0,6376888825","0,6426396207","0,5754463793","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,6/11/2025 16:00:00,"461,96","467,45","435,09","445,91",109622907,"0,94%","-0,0355993","0,7304588602","0,6333887235","0,6300554944","0,6348798296","0,5837192301","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,7/11/2025 16:00:00,"437,92","439,36","421,88","429,52",103471495,"0,94%","-0,0374488","0,7360432694","0,612709275","0,6292512624","0,613127602","0,5916276974","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,10/11/2025 16:00:00,"439,6","449,67","433,36","445,23",76515907,"0,94%","0,0359227","0,721923894","0,5896160457","0,6418283242","0,6136020482","0,5947584796","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,11/11/2025 16:00:00,"439,4","442,49","432,36","439,62",60533237,"0,94%","-0,0126803","0,7121080806","0,5882723379","0,6432531333","0,6098611784","0,5959075667","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,12/11/2025 16:00:00,"442,15","442,33","426,56","430,6",58513520,"0,94%","-0,0207311","0,716683237","0,5925965427","0,6356824921","0,6126958129","0,596674262","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,13/11/2025 16:00:00,"423,13","424,5","396,34","401,99",118948032,"0,94%","-0,0687524","0,7746261487","0,6586925953","0,6542268468","0,6442636498","0,6214262544","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,14/11/2025 16:00:00,"386,3","412,19","382,78","404,35",105506682,"0,94%","0,0058536","0,7212620823","0,6484949596","0,6535196327","0,6407688838","0,6202487567","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,17/11/2025 16:00:00,"398,74","423,96","398,74","408,92",102214259,"0,94%","0,0112387","0,6956838262","0,6444788723","0,6247984908","0,6389155119","0,6042379438","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,18/11/2025 16:00:00,"405,38","408,9","393,71","401,25",80688637,"0,94%","-0,0189349","0,6464673642","0,6469293425","0,6089573615","0,6387842842","0,6052627575","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,19/11/2025 16:00:00,"406,18","411,78","398,5","403,99",72047704,"0,94%","0,0068055","0,5709756766","0,6486301806","0,6073978107","0,6269755545","0,6046087501","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,20/11/2025 16:00:00,"414,63","428,94","394,74","395,23",113548827,"0,94%","-0,0219223","0,5552028658","0,6412438263","0,6109164184","0,6161737446","0,6072404281","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,21/11/2025 16:00:00,"402,32","402,8","383,76","391,09",100460633,"0,94%","-0,0105302","0,5284650992","0,6290379742","0,5859165293","0,6033209281","0,6072559152","0,6809633204"
NASDAQ,TSLA,NASDAQ:TSLA,24/11/2025 16:00:00,"402,17","421,72","401,09","417,78",96806374,"0,94%","0,0660173","0,6503075524","0,6703512137","0,6030227014","0,6378783693","0,61986645","0,6809633204"
